,id_segment,text_segment,relevance_label,relevance_type_norm
81,1-s2.0-S003442571730041X-main_239,"Linear trends are shown for cropped fields, fallowed fields, annual NDVI, and rainfall sum.', 'graphic': {'@coords': '9,34.24,53.18,518.02,347.47', '@type': 'bitmap'}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': None, 'label': None, 'figDesc': None, 'graphic': {'@coords': '8,130.79,53.18,342.71,347.02', '@type': 'bitmap'}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@type': 'table', '@xml:id': 'tab_0', 'head': 'Table 1', 'label': '1', 'figDesc': 'Selected SPOT and Landsat imageries.', 'table': {'row': [{'cell': ['Mission', 'Acquired date', 'Resolution']}, {'cell': ['Landsat 5', '2000.09.24', '30 m']}, {'cell': ['Landsat 5', '2001.09.11', '30 m']}, {'cell': ['SPOT 4', '2002.09.28', '20 m']}, {'cell': ['SPOT 4', '2003.09.26', '20 m']}, {'cell': ['SPOT 5', '2004.09.28', '10 m']}, {'cell': ['SPOT 4', '2005.09.28', '20 m']}, {'cell': ['SPOT 4', '2006.09.23', '20 m']}, {'cell': ['SPOT 4', '2007.09.27', '20 m']}, {'cell': ['SPOT 5', '2008.11.20', '10 m']}, {'cell': ['SPOT 4', '2009.09.08', '20 m']}, {'cell': ['SPOT 5', '2010.09.21', '10 m']}, {'cell': ['SPOT 5', '2012.09.08', '10 m']}, {'cell': ['Landsat 8', '2013.10.06', '30 m']}, {'cell': ['Landsat 8', '2014.09.23', '30 m']}]}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@type': 'table', '@xml:id': 'tab_1', 'head': 'Table 2', 'label': '2', 'figDesc': 'Satellite-derived [seasonal] NDVI metrics used in this study.', 'table': {'row': [{'cell': ['Variable', 'Definition', 'Reported unit']}, {'cell': ['Amplitude', 'Difference between maximum and base', 'NDVI unit']}, {'cell': [None, 'value', None]}, {'cell': ['Base value', 'Mean of minimum NDVI values before sos', 'NDVI unit']}, {'cell': [None, 'and after eos', None]}, {'cell': ['End of season', 'Ending point of the growing season (45% of', 'Day of year']}, {'cell': ['(eos)', 'amplitude)', None]}, {'cell': ['Length of', 'Number of days from sos to eos', 'Number of days']}, {'cell': ['season', None, None]}, {'cell': ['Maximum', 'Highest value of a year', 'NDVI unit']}, {'cell': ['value', None, None]}, {'cell': [{'@cols': '2', '#text': 'Right derivative Rate of decrease at the end of the season'}, 'NDVI unit/time']}, {'cell': [None, None, 'unit -3']}, {'cell': ['Small integral', {'@cols': '2', '#text': 'Integral from sos to eos but above base value NDVI unit'}]}, {'cell': ['Start of season', 'Starting point of the growing season (20% of', 'Day of year']}, {'cell': ['(sos)', 'amplitude)', None]}]}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@type': 'table', '@xml:id': 'tab_2', 'head': 'Table 3', 'label': '3', 'figDesc': 'Standardized coefficients of linear regression analysis(2000)(2001)(2002)(2003)(2004)(2005)(2006)(2007)(2008)(2009)(2010)(2011)(2012)(2013)(2014).', 'table': {'row': {'cell': ['Variables', 'Cropped fields', 'Fallowed fields', 'NDVI metrics']}}, 'note': {'p': '⁎ Significant at p b 0.05.'}}] note: {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@place': 'foot', '@xml:id': 'foot_0', 'p': 'X",0,
82,1-s2.0-S0304387816300670-main_144,"Manufacturing arises if either local (potential) productivity rises with, for example, enhanced education, or if the price of the manufactured good rises relative to the other goods, driven by changes in international prices or changes in the cost of transporting products between the local [city] and a port",0,
83,1-s2.0-S0168192311001122-main_147,"Mean [maize] yields are decreasing in [land use] scenario L1, L2 and L3 by 16, 24 and 18%, respectively (Fig",0,
84,1-s2.0-S0304387816300670-main_306,"Next, we report the effects of dropping controls for initial [urbanization] and log distance to the coast in columns 5-7",0,
85,1-s2.0-S0303243414001718-main_190,"On the one hand, the shallow soils were not able to temper droughts, leading to a massive dying of trees and [shrubs]",1,"DRIVERS, LULCC"
86,1-s2.0-S0303243414001718-main_164,"On the one hand, tree growth and [agroforestry] on fields have led to an increase of woody cover in proximity to the village",2,"LULCC, PRACTICES"
87,1-s2.0-S0301479717300713-main_235,"One explanation could be the indistinct influence of indirect drivers on [LULCC], for example, changes in religious patterns",1,DRIVERS
88,1-s2.0-S0264837701000205-main_12,"One important issue to address is [land use] pattern dynamics with the aim of understanding which forces drive [land use] changes in various environmental, socioeconomic and cultural contexts",0,
89,1-s2.0-S0006320709005400-main_54,One of the fundamental factors has been demographic growth and the growth in [urban] food demands,1,DRIVERS
90,1-s2.0-S0167880913003502-main_8,Only about half the 100+ studies comparing soil carbon sequestration with no-till and conventional tillage indicated increased sequestration with no till; this is despite continued claims that conservation [agriculture] sequesters soil carbon,0,
91,1-s2.0-S0140196313000608-main_210,Other areas have experienced a decrease in [crop] land despite a population increase,1,LULCC
92,1-s2.0-S0301479717300713-main_321,"P9: We know that [urbanisation] is coming, it\'s growing",1,LULCC
93,1-s2.0-S0301479717300713-main_705,projects by SADA ([Savannah] Accelerated Development Aniah et al,0,
94,1-s2.0-S0140196322000143-main_50,"Rangelands are grazed year-round under communal access but grazing also extends to fallows, year-round or only in the dry season depending on accessibility, and to cropped fields after the [crop] harvest",2,PRACTICES
95,1-s2.0-S030438781000043X-mainext_563b,"Ratios of [fallow] to cultivated area are 0.8 in Woure, where the bushfallow system is ""already defunct,"" 1.6 in Silgey and Kolbila, where bush-[fallow] ""would lead to a steady decline in fertility,"" 2 in Koho, where bush-[fallow] is ""marginal,"" and 5 in Sayero, where available land is still ""more than adequate.""",2,"LULC, PRACTICES"
96,1-s2.0-S030438781000043X-mainext_722,Regressions estimated using Honore\'s Tobit with HH-season-[crop] fixed effects,0,
97,1-s2.0-S0140196314000536-main_305,Regular [cultivation] keeps the soil penetrable and farmers are aware of the benefits of trees in their fields,2,PRACTICES
98,1-s2.0-S095937809800003X-main_159,"Secondary crops are cowpeas, [groundnuts], sorrel, and okra",1,"LULC, PRACTICES"
99,1-s2.0-S0304387816300670-main_354,"Similarly, Brückner (2012) uses a larger sample at 1-year intervals.', 'In column 5 we consider growth of primacy: the share of the largest [city] in national population",0,
100,1-s2.0-S0168192311001122-main_122,"Since livestock does not play a major role in this region, except for some herds belonging to pastoralists, it has been assumed that all [crop] residues remain in the field",0,
101,1-s2.0-S0140196314000536-main_330,"Since the 1960s, the natural vegetation has been completely transformed and today many trees and [shrubs] have become rare or disappeared (Fig",2,LULCC
102,1-s2.0-S0140196313000608-main_61,"Since the creation of the CMDT (Compagnie Malienne pour le Dévelopement du Textile) in 1974, [cotton] production has increased markedly with policies that guaranteed purchase, a fixed floor price, and credit for agricultural inputs",0,
103,1-s2.0-S0303243414001718-main_117,"Site visits provided information on [land cover] and land use, woody species composition, tree height and condition as well as on degradation processes",1,LULC
104,1-s2.0-S030438781000043X-mainext_95,"Solanke\'s father Olulo had taken the farm from [forest] during the Makun war of 1862-64, and had worked it until his death shortly after the Ibadan-Oshielle war of 1877, when Solanke inherited it",0,
105,1-s2.0-S0140196313000608-main_242,"Some publications describe several case studies when [crop] land trends are described in different geographic locations.', 'table': {'row': [{'cell': ['Country', 'First author and publication year', {'@cols': '2', '#text': 'Publication provides information on:'}, None, 'Time span']}, {'cell': [None, None, '[Crop] land change', 'Drivers of change', 'Impacts of change', None]}, {'cell': ['Burkina Faso', 'Ouedraogo et al., 2009', 'Yes', 'Yes', 'Yes', '1975e2010']}, {'cell': [None, 'Pare et al., 2008', 'Yes', 'Yes', 'No', '1985e2000']}, {'cell': [None, 'Pare et al., 2008', 'Yes', 'Yes', 'No', '1985e2000']}, {'cell': [None, 'Pare et al., 2008', 'Yes', 'No', 'No', '1985e2000']}, {'cell': [None, 'Wardell et al., 2003', 'Yes', 'Yes', 'No', '1985e2000']}, {'cell': [None, 'Reij et al., 2005', 'Yes', 'Yes', 'No', '1970e2000']}, {'cell': [None, 'Reij et al., 2005', 'Yes', 'Yes', 'No', '1970e2000']}, {'cell': [None, 'Reij et al., 2005', 'Yes', 'Yes', 'No', '1970e2000']}, {'cell': [None, 'Wittig et al., 2007', 'Yes', 'No', 'No', '1960e2000']}, {'cell': [None, 'Mazzucato and Niemeijer, 2002', 'Yes', 'Yes', 'Yes', '1960e2000']}, {'cell': [None, 'Reenberg et al., 1998', 'Yes', 'Yes', 'Yes', '1960e1990']}, {'cell': [None, 'Gray, 1999', 'Yes', 'Yes', 'No', '1980e1990']}, {'cell': [None, 'Gray, 1999', 'Yes', 'Yes', 'No', '1980e1990']}, {'cell': [None, 'Barbier et al., 2009', 'Yes', 'Yes', 'Yes', '1975e2000']}, {'cell': ['Ghana', 'Wardell et al., 2003', 'Yes', 'Yes', 'No', '1985e2000']}, {'cell': ['Mali', 'Tappan and McGahuey, 2007', 'Yes', 'Yes', 'Yes', '1965e2000']}, {'cell': [None, 'Tappan and McGahuey, 2007', 'Yes', 'Yes', 'No', '1965e2000']}, {'cell': [None, 'Ruelland et al., 2010', 'Yes', 'Yes', 'Yes', '1965e2005']}, {'cell': [None, 'Ruelland et al., 2010', 'Yes', 'Yes', 'Yes', '1965e2005']}, {'cell': [None, 'Ruelland et al., 2010', 'Yes', 'Yes', 'No', '1965e2005']}, {'cell': [None, 'Ruelland et al., 2011', 'Yes', 'Yes', 'No', '1980e2005']}, {'cell': [None, 'Bégué et al., 2011', 'Yes', 'No', 'No', '1960e2000']}, {'cell': ['Niger', 'Mortimore and Turner, 2005', 'Yes', 'No', 'No', '1975e1995']}, {'cell': [None, 'Wezel and Haigis, 2002', 'Yes', 'Yes', 'Yes', '1980e2000']}, {'cell': [None, 'Leblanc et al., 2008', 'Yes', 'Yes', 'Yes', '1960e1990']}, {'cell': [None, 'Séguis et al., 2004', 'Yes', 'No', 'Yes', '1960e2000']}, {'cell': [None, 'Moussa et al., 2011', 'Yes', 'No', 'Yes', '1980e1990']}, {'cell': ['Nigeria', 'Mortimore and Turner, 2005', 'Yes', 'Yes', 'No', '1975e1995']}, {'cell': [None, 'Mortimore and Turner, 2005', 'Yes', 'Yes', 'No', '1975e1995']}, {'cell': [None, 'Mortimore and Turner, 2005', 'Yes', 'No', 'No', '1975e1995']}, {'cell': [None, 'Mortimore and Turner, 2005', 'Yes', 'Yes', 'No', '1975e1995']}, {'cell': [None, 'Mortimore et al., 1999', 'Yes', 'No', 'No', '1960e1990']}, {'cell': [None, 'Mortimore et al., 1999', 'Yes', 'No', 'No', '1960e1990']}, {'cell': ['Senegal', 'Mbow et al., 2008', 'Yes', 'Yes', 'Yes', '1960e2000']}, {'cell': [None, 'Woomer et al., 2004', 'Yes', 'Yes', 'No', '1965e2000']}, {'cell': [None, 'Wood et al., 2004', 'Yes', 'Yes', 'No', '1975e2000']}, {'cell': [None, 'Tappan et al., 2004', 'Yes', 'Yes', 'No', '1985e2000']}, {'cell': [None, 'Tappan et al., 2004', 'Yes', 'Yes', 'Yes', '1985e2000']}, {'cell': [None, 'Tappan et al., 2004', 'Yes', 'Yes', 'No', '1985e2000']}, {'cell': [None, 'Tappan et al., 2004', 'Yes', 'Yes', 'Yes', '1985e2000']}, {'cell': [None, 'Tappan et al., 2004', 'Yes', 'No', 'No', '1985e2000']}, {'cell': [None, 'Tappan et al., 2004', 'Yes', 'Yes', 'No', '1985e2000']}, {'cell': [None, 'Tappan et al., 2004', 'Yes', 'Yes', 'No', '1985e2000']}, {'cell': [None, 'Tappan et al., 2004', 'Yes', 'Yes', 'Yes', '1985e2000']}, {'cell': [None, 'Tappan et al., 2004', 'Yes', 'Yes', 'Yes', '1985e2000']}, {'cell': [None, 'Tappan et al., 2004', 'Yes', 'Yes', 'Yes', '1985e2000']}, {'cell': [None, 'Tappan et al., 2004', 'Yes', 'Yes', 'Yes', '1985e2000']}, {'cell': [None, 'Mortimore and Turner, 2005', 'Yes', 'Yes', 'Yes', '1975e1995']}, {'cell': ['Sudan', 'Elmqvist and Khatir, 2007', 'Yes', 'Yes', 'No', '1960e2000']}, {'cell': ['Ivory Coast', 'Goetze et al., 2006', 'Yes', 'Yes', 'No', '1960e1995']}]}}] note: {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@place': 'foot', '@n': '1', '@xml:id': 'foot_0', 'p': 'Definitions of woodland, [shrubland] and [bare soil] were not necessarily exactly the same in all case studies",1,LULC
106,1-s2.0-S0167880913003502-main_329,"Some soil quality indicators relate fairly directly to an ES, such as soil aggregation and macroporosity to soil [water] movement",0,
107,1-s2.0-S0304387816300670-main_541,Stability of migration between the [urban] and rural sectors requires that the differential in (B5) be decreasing in N U,0,
108,1-s2.0-S003442571730041X-main_19,"Still at present, little scientific empirical evidence for the link between NDVI trends and cropland changes is provided for drylands in general, and for the Sahel region in particular.""}, {'ref': [{'@type': 'bibr', '@target': '#b53', '#text': '(van Vliet et al., 2013)'}, {'@type': 'bibr', '@target': '#b4', '#text': '(Bégué et al., 2011;'}, {'@type': 'bibr', '@target': '#b43', '#text': 'Nutini et al., 2013)'}, {'@type': 'bibr', '@target': '#b13', '#text': '(De Rouw and Rajot, 2004)'}], '#text': ""Several local scale studies showed a general increase in cropped areas since the 1950s and in recent years, a few studies have indicated that cropland has a higher annual NDVI than [savanna] in Sahelian areas, supporting a possible link between cropland expansion/ cropping intensification and the observed positive trends in NDVI",1,LULCC
109,1-s2.0-S0301479717300713-main_504,"Temperature variability P3: So it has the potential to lead to [desertification] because the temperatures become very, very high",1,"DRIVERS, LULCC"
110,1-s2.0-S0169204617300270-main_106,"The [city] has been declared as a free trade zone and an industrial core region in order to attract foreign investment, thus aiming to accelerate the rate of economic growth and pushing Ghana's decentralisation",0,
111,1-s2.0-S016788090800131X-main_81,The actual size and proportion of the different [land use] types changed during the study period,1,LULCC
112,1-s2.0-S0006320709005400-main_5,"The available evidence suggests that [forest] loss and degradation has been caused primarily by agricultural expansion, sometimes facilitated by other human activities such as wood extraction",2,"DRIVERS, LULCC"
113,1-s2.0-S0308521X12000157-main_84,The classic study that started the diffusion of innovations research tradition tracked the rapid and autonomous diffusion of hybrid [maize] in Iowa,0,
114,1-s2.0-S095937809800003X-main_135,The classification of [land use] was on visual interpretation only,0,
115,1-s2.0-S0304387816300670-main_610,The dependent variable is growth in the [urbanization] rate,1,LULCC
116,1-s2.0-S0301479717300713-main_50,The expert interviews were used to collect expert opinion on the relevant driving forces of [LULCC] and subsequently developed a questionnaire addressing the relevance of the most prominent driving forces,0,
117,1-s2.0-S0169204617300270-main_46,The Land Administration Project from 2003 to pushed [land use] planning in Ghana forward,0,
118,1-s2.0-S003442571730041X-main_61,"The land use/ cover has been recorded repetitively over the years along transects as cropland, [fallow], or uncultivable rangeland",0,
119,1-s2.0-S0167880913003502-main_69,"The lower soil C is related to reduced [crop] yields and C inputs caused by lower soil temperatures under surface residue retention compared with CT systems .'}, {'ref': [{'@type': 'bibr', '#text': '(Chivenge et al., 2011)'}, {'@type': 'bibr', '#text': '(Powlson et al., 2011b;'}, {'@type': 'bibr', '@target': '#b88', '#text': 'Ladha et al., 2011)'}, {'@type': 'bibr', '@target': '#b54', '#text': 'Ghimire et al",0,
120,1-s2.0-S095937809800003X-main_120,"The majority (94%) of the households keep livestock which plays an important role as a saving and security system, especially in years with [crop] failure",1,PRACTICES
121,1-s2.0-S095937809800003X-main_75a,"The mobility of livestock, which is an important element of the pastoral strategy, enables an efficient use of temporally and spatially variable fodder and [water] resources.'}, {'ref': [{'@type': 'bibr', '@target': '#b23', '#text': '(McCown et al., 1979;'}, {'@type': 'bibr', '@target': '#b42', '#text': 'Scott, 1979;'}, {'@type': 'bibr', '@target': '#b41', '#text': 'Sandford, 1993)'}], '",0,
122,1-s2.0-S0140196314000536-main_244,The MODIS mean [seasonal] amplitude exposes these green productive belts around the villages indicating active fields with a dense woody vegetation (see Fig,0,
