article_id,lulc_sentence
Article_12,"Indeed, the data obtained shows a decline of the bare land proportion from 2872.1 ha (7%) in 1973, to 551.34 ha (1.3 %) in 2019 and a progressive decline between the stated years (Table Computed from the collected data, it can be seen that the bare land has been converted to other land use types at the rate of 50.45ha/year during the study periods of 1973-2019 (Table In this regard, it is also worth indicating that the results of this study are similar to a number other previous studies undertaken in different parts of Ethiopia."
Article_12,: The result of the study further revealed a continuous decline in the overall area of wetland with the average rate of 172.6 ha/year from year of 1973-2019.
Article_12,"As can be seen in Table The result of this study is in agreement with the study of Most croplands were situated in relatively flat areas in 1957, however, these areas were affected by the construction of the Fincha dam in 1973 BL-bare land, CL-cultivated land, FL-forestland, SA-settlement area, WB-water body, WL-wetland."
Article_12,"In this regard, the trend shows a tendency towards more plots of lands being shifted to be used for cultivation and settlement."
Article_12,"On the contrary, the coverages of bare-lands and wetlands have declined in size as they have been converted to cultivation and settlement areas."
Article_12,"The largest area of change matrix was observed from wetland to cultivated land, as compared to other land uses."
Article_12,"The dominant contributors to the decline of forest cover were the conversions of forest land to cultivated land 3608.44 ha (41.8 %), wetlands 965.52 ha (11.18 %) and settlement areas 717.72 ha (8.3 %) as shown in (Table While some parts of the original cultivated land was were lost to other LULC classes, such as settlement area, 1983.87 ha(10.66 %) and it has also expanded, mainly due to area gains from wetlands,5445.92 ha (54.9 %), forest land, 3608.44 ha (41.8 %) and bare land, 2069.82 ha (72 %), as shown in (Table | Analysis of rate and patterns of LULC dynamics 1973-2019: During the 1973-2019 years periods, three land use types had shown an increasing trend; cultivated land (48.83 %), settlement areas (38.8 %) and water bodies (164 %)."
Article_12,"During this period, forest land 2985.27ha (34.6 %), bare land 2320.76 ha (80.8 %) and wetland 7919.26 ha (395.9 %), was lost in the study area."
Article_12,"Particularly, the highest amount of wetland coverage accounted for 6652.08ha has been lost during the period 1987-1995."
Article_12,"Likewise, the forest ecosystem, which covered1833.15 ha also declined between 1973-1987 (Table Regarding LULC change, agricultural land increased annually by Within the 46 years of this study period, bare and forest lands have shown consistent reductions, whereas cultivated lands and forest lands increased at the expense of the aforementioned as well as a wetland, land use types."
Article_12,"The Majority of the respondents also identified firewood collection (93.3 %), house construction/settlement (90 %), land degradation (88.8 %), overgrazing (88.8 %,) and charcoal making (87.3) (Fig."
