Unnamed: 0,id_segment,text_segment,relevance_label,relevance_type_norm
128,1-s2.0-S003442571730041X-main_119,"The standardized slope, P value, and standard deviation SD of the cropped fallowed area were extracted for further statistical analysis and compared with commonly used time-series NDVI metrics annual NDVI sum, rainy season NDVI sum July, August and September , small integral, large integral , and annual rainfall sum extracted over the Niamey Square Degree from 2000 to 2012 collected by AMMA-CATCH .' , ' 'head': ' n': '4.', ' 'Results' , ' 'head': ' n': '4.1.', ' ' NDVI signatures of cropped and fallowed fields' , 'p': , ' 'A total area equal to the size of 5000 MODIS pixels was sampled and averaged for cropped and fallowed fields over the period of study",0,
129,1-s2.0-S0006320709005400-main_23,"The tight coupling between people and these ecosystems inevitably means that biodiversity is threatened by habitat loss, degradation and fragmentation",0,
130,1-s2.0-S030438781000043X-mainext_430,The vulnerability of investment to insecurity makes the link particularly strong here,1,"DRIVERS, PRACTICES"
131,1-s2.0-S0169204617300270-main_253,"Therefore, infrastructural development excluding has a very low confidence level as a driver for development in both study areas.' , 'ref': , ' 'Even though it was not mentioned by the experts, sand, stone and gold mining form an additional driving force of development",1,DRIVERS
132,1-s2.0-S0169204617300270-main_205,"These change rates together with the decreasing average SU size Table indicate that expansion was mainly based on smaller SUs, thus indicating informal sprawl.' , 'ref': ' type': 'figure', ' target': ' fig 4', ' '5' , ' 'The histogram of the SU sizes in the two study areas Fig",1,LULCC
133,1-s2.0-S0308521X12000157-main_78,"These efforts implicitly recognize that smallholder productivity growth cannot be achieved by TSP alone.', 'Our review of approaches to enhancing smallholder productivity growth suggests that two major pathways have been followed: 1 a relatively successful pathway focussing on export crops and 2 another so far unsuccessful pathway, which focuses on food production through TSP",0,
134,1-s2.0-S0264837715302131-main_151,These soil and conservation techniques have been used for decades to reclaim marginal and degraded barren lands in the arid and semi-arid zones of West Africa,0,
135,1-s2.0-S0303243414001718-main_19a,"These studies put changes in into the focus again and justify the need for detailed investigations on the actual extent of environmental change.' , 'ref': ,",0,
136,1-s2.0-S016788090800131X-main_94,"They were generally small in size 4-6 ha farmer , being put under for longer period by migrant farmers who also put higher labor input than the natives while they both had similar off-farm activities and farming techniques",0,
137,1-s2.0-S095937809800003X-main_240,"Thus, changes in strategies result not only in a simple expansion of fields to new and less attractive land",2,"LULCC, PRACTICES"
138,1-s2.0-S030438781000043X-mainext_563c,"Thus, he argues that secure rights: have value in those villages other than Sayero where shifting has evolved into increasingly intensive grass systems",1,PRACTICES
139,1-s2.0-S095937809800003X-main_151,"Thus, the coherence between spatially related socio-economic characteristics of the households, agricultural strategies and pastoral strategies at the household level and the patterns can be investigated.' , ' 'head': 'Results of the analysis', 'p': 'ref': ' type': 'figure', ' target': ' fig 9', ' '3c' , ' 'Farmers in Yomboli distinguish between four main landscape units: the dune, the pediplain, the piedmont and the border of the mare",1,LULC
140,1-s2.0-S0140196313000608-main_1,"Title Content: level: a type: main text: Scientific documentation of land changes in the Sahel: A half empty box of knowledge to support policy Title Content: level: a type: main text: Scientific documentation of land changes in the Sahel: A half empty box of knowledge to support policy Title Content: Abstract Content: div: ' 'p': 'The Sahel has been subject of considerable environmental research and development efforts, specifically since the droughts of the 1970s and 1980s",0,
141,1-s2.0-S0304387816300670-main_398,"To identify rainfall effects on lights, in principle we want to control for timeinvariant conditions, year effects to account for annual differences in sensor settings across and within satellites , and possibly for -specific linear growth trends",0,
142,1-s2.0-S0303243414001718-main_43,To investigate and quantify changes over 44 years including aspects of degradation and human expansion,1,LULCC
143,1-s2.0-S0301479717300713-main_155,"Today, these areas are free from diseases and are, therefore, threatened by",1,LULCC
144,1-s2.0-S0006320709005400-main_158,"Tree cover, in both dense and the agricultural mosaics, is lost as a result",1,LULCC
145,1-s2.0-S0140196313000608-main_192,"trees on agricultural fields, use of more inputs, and construction of anti- barriers on sloped fields to prevent .' , ' 'head': ' n': '6.', ' 'Discussion and conclusions' , 'p': , ' 'This study, based on a meta-analysis of local case studies, has been useful in making qualitative assessments of published documentation of land changes in the Sahel",0,
146,1-s2.0-S0301479717300713-main_558,"Usually, it's the people who are in the areas who do this vegetable production",1,PRACTICES
147,1-s2.0-S0304387816300670-main_310,"Very modest trimming initially gives smaller magnitudes than in Table , but then coefficients stabilize at the point we report where we trim 6 from each of the top and bottom values of growth in moisture and growth in share, which is about 3.2% of the sample overall",0,
148,1-s2.0-S0006320709005400-main_16a,"We conclude by pointing out that while West African landscapes are a potent reminder of what might happen in Central Africa in the near future, they also provide insights for developing policies and practice that might avoid comparable levels of loss and degradation.' Body Content: div: ,",0,
149,1-s2.0-S0169204617300270-main_142,"We define ""experts"" as people with extensive knowledge and experience regarding planning in the study regions or residents who have lived there for more than 20 years, who were included as key knowledge holders",0,
150,1-s2.0-S0304387816300670-main_607b,"We examine the sum of utilities based on a log linear indirect utility function, but it applies to any indirect utility function where doubling income doubles expression is negative",0,
151,1-s2.0-S0304387816300670-main_149,"We leave the description of the night lights data to Section 6.' , ' 'head': ' n': '4.1.', ' '' , 'p': 'Scarcity of demographic and economic data hampers empirical research on climate effects in Africa",0,
152,1-s2.0-S0169204617300270-main_132,We started our analysis with expert interviews to assess perceived patterns and drivers of development in the study areas,0,
153,1-s2.0-S0304387816300670-main_452,"We then turn to evidence on the migration channel itself.' , ' 'head': ' n': '7.1.', ' 'Conflict' , 'p': , ' 'Conflict could influence in strikingly different ways depending on where it occurs",1,"DRIVERS, LULCC"
154,1-s2.0-S0169204617300270-main_74,"We use the term "" sprawl"" to describe a special type of development where the development occurs scattered and uneven on new non- lots, leading to inefficient resource utilisation, i.e",0,
155,1-s2.0-S003442571730041X-main_192,"Whereas most are annually coppiced in fields prior to , they are left to grow in fallowed fields, leading to a higher shrub woody plant cover",2,"LULC, PRACTICES"
156,1-s2.0-S0304387816300670-main_355,"While our model and the specification below focus on within-district movements of population, in a continent where primate cities generally dominate the landscape, it may be that a common response to bad climate shocks is to move to the primate rather than locally",0,
157,1-s2.0-S0140196313000608-main_132,"Wilks' lambda test is used to test whether there are significant differences between the increase, decrease, or stability in land extent based on the drivers of change."" , ' 'head': ' n': '4.2.3.', ' 'Qualitative comparative analysis of the impacts of land change' , 'p': 'ref': ' type': 'bibr', ' target': ' b58', ' ' Ragin, 2000 ' , ' 'Because of the low number of case studies describing the impacts of land change, it was not possible to compute any multivariate analysis to test whether the impacts were significantly different between cases that showed an increase, decrease, or stability of land",0,
158,1-s2.0-S0167880913003502-main_322,"With low N input systems, though, this slower release of N may further reduce yields",0,
159,1-s2.0-S0264837701000205-main_5,with the spatial structure and extent of various categories related to the human utilisation of land,0,
160,1-s2.0-S0301479717300713-main_863,"You need money to pump , you need money to cultivate the land, and you need money to buy chemicals and fertilizers",0,
0,1-s2.0-S0304387816300670-main_112,"2004 ' , ' 'With regard to population growth, the literature analysis revealed that only rural population growth can be considered as driver of with high agreement, while population growth was considered with medium agreement 33%, see Table",1,DRIVERS
1,1-s2.0-S235198941500102X-main_233,"% ', '100', '37.25', '93.25', '75.58', '94.24', '100', '62', '100', None , 'cell': , 'cell': ', '288', '0', '0', '0', '0', '0', '0', '0', '288' , 'cell': , 'cell': , 'cell': , 'cell': , 'cell': ', '0', '0', '0', '0', '0', '207', '0', '0', '207' , 'cell': ', '0', '0', '3', '0', '0', '13', '46', '0', '62' , 'cell': body', '0', '0', '0', '0', '0', '0', '0', '24', '24' , 'cell': , 'cell': , 'cell': , 'cell': 'Prod",0,
2,s10113-015-0891-1_24,"On the other hand, whereas the combination of REMO and SMHIRCA climate scenarios with the scenario L2 causes an increase of the coefficient of variation, i.e",0,
3,1-s2.0-S0167880913003502-main_358,"Whilst Blanco-Canqui and stress those similar recommendations may hold for cropping systems on heavy textured, flat soils in temperate regions, no residue should be removed from sloping and -prone soils under NT conditions",0,
4,1-s2.0-S030438781000043X-mainext_610,"In addition to land ownership, the regressions control for a quadratic in area and the previous existence of any avocado, banana, colanut, coconut, coffee, cocoa, mango, oil palm, , rubber, or wood on the plot",0,
5,1-s2.0-S030438781000043X-mainext_779,"LSMS 1985-88' , 'Inputs', None, None, None, None, None, None, 'Investments' , 'cell': ', '% Y cocoa', '% Y coffee' , 'cell': , 'cell': , 'cell': , 'cell': , 'cell': , 'cell': , 'cell': , 'cell': , 'cell': , 'cell': , 'cell': , 'cell': , 'cell': note: ' ' place': 'foot', ' n': '2', ' xml:id': 'foot 0', 'p': 'ref': ' type': 'bibr', ' target': ' b103', ' 'Place and Swallow 2000 ' , ' 'This is congruent with the alternative approach of writers such as, who focus on exclusivity, security, and transferability as the key dimensions of property rights.' , ' ' place': 'foot', ' xml:id': 'foot 1', 'p': 'J",0,
6,1-s2.0-S0167880913003502-main_238,"Datasets from such studies are needed to investigate the relative roles, interactions and impacts of residue management, tillage, cropping systems, and nutrient management on soil physical and chemical properties and the resulting GHG emissions and yields for different climate and soil types",0,
