sentence_id,document_id,sentence_number,sentence_text,similarity_score,matching_query,matching_query_idx
Article_26_77,Article_26,77,"This is consistent with reports that arable production in Cameroon is declining or stagnating, and the situation is pushing more people to facing the problems of food insecurity The expert stakeholders ranked sustainable land management, good governance, conservation, and reforestation, respectively, as the highest impact drivers and predictors of green economy development, with only small variations in stakeholder perceptions between the sub-divisions.",0.9164722,Perhaps the most relevant aspect of the relationships between climate change and peasant agriculture is the realization that many small farmers cope with and even prepare for climate change minimizing crop failure through increased use of drought tolerant local varieties water harvesting mixed cropping agroforestry soil conservation practices and a series of other traditional techniques .,203
Article_98_36,Article_98,36,Agricultural economic development and urban expansion have led to the reduction of shrubland and grassland areas and associated ESVs.,0.91624427,Anthropogenic activities such as agricultural reclamation and overgrazing may be primary driver of these deepening desertification patterns in these regions . ,183
Article_108_58,Article_108,58,"Approximately 72.68 km 2 of the catchment area experienced categorical LULC changes between 1979 and 2019, with a maximum extent of 32.26 km 2 of grass cover converted to built-up.",0.91619384,A high increase occurred for farm fallow land rising from 0.022% of the protected area in 1984 to 12.59% in 2013 by which time it was the largest single cover class Fig.4,223
Article_99_1,Article_99,1,"Land Use Policy As a result of the socioeconomic transformation, the rapid urban expansion of cities and towns in the Gulf Cooperation Council (GCC) states has predominately led to tremendous pressure on the limited natural resources and loss of productive lands.",0.9161616,"#text': 'After the droughts in the 1970s and 1980s, the observed loss of woody vegetation cover was often considered as irreversible [desertification] and large parts of the Sahel were designated as degraded land (e.g",0
Article_33_2154,Article_33,2154,"Thus, whereas according to the reference map there were many vegetation areas that changed to agricultural areas, in our simulation this did not happen.",0.91607875,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",98
Article_80_25,Article_80,25,The cooling over NEI during 1981-2006 could be due to the decline of non-vegetated/small vegetated lands and the expansion of agricultural land/forest covers in that period.,0.9160725,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_80_32,Article_80,32,Overall analysis inferred an expansion of the areas under dry land/snow cover over NI during 1981-2006 and a reduction of areas under dense forest over the same region in that period.,0.9159878,In contrast relative net gain in open water bodies was observed in the humid region during the period of 1975 2000 with a slight loss in 2000 2013. ,215
Article_26_61,Article_26,61,"Beyond 2000, much of the expansion in built-up areas and other cultivated areas of cropland occurred more in non-forest than forest areas in Buea and Limbe subdivisions, leading to a decrease in the area cover of agro-industrial plantations.",0.9159247,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_94_61,Article_94,61,"Beyond 2000, much of the expansion in built-up areas and other cultivated areas of cropland occurred more in non-forest than forest areas in Buea and Limbe subdivisions, leading to a decrease in the area cover of agro-industrial plantations.",0.9159247,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_104_138,Article_104,138,"The combined effects of LULC and climate change on the watershed hydrological process are presented in Table the upstream and outlet of the catchment, with the highest under RCP8.5 in the late scenario.",0.9158388,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_46_216,Article_46,216,"The term deforestation is appropriate the first time a forest is converted to shifting cultivation, but subsequent re-clearing of fallow is not deforestation (unless the recovery of forest in the fallows is identified as an increase in forest area).",0.9157912,estimate is thus a metric of deforestation occurring in landscapes where agriculture is the dominant direct driver of forest loss rather than only deforestation resulting in agricultural production per se . ,232
Article_95_78,Article_95,78,"| Land Use/Land Cover Change with Slope Gradients in Finchaa Catchment: The continuous demand for agricultural land brought changes in LULC, especially in higher slope areas.",0.91574335,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_84_31,Article_84,31,"Using all the pixels in the catchment, the results showed that the greatest amounts of interception in the sub-catchment occur in the cover class tea and plantation forests, followed by natural forest.",0.91569537,The area of natural vegetation forest woodland and tree savanna that was considered degraded increased by 4.1% between the first and the second time periods i.e,230
Article_20_79,Article_20,79,"During the FGDs and KIIs, a significant relationship was established between the regional economy (mainly depends on agricultural products) and climate change in the study area mentioned in Figure | Future sustainable land use management plan: Effective land management is a proactive strategy for mitigating the negative consequences of natural land cover change and unplanned regional development.",0.9155414,The transhumance shed provides a useful geographic scale between the individual village territory and the regional agro pastoral belt that allows for a more accurate assessment of the relationship between herd mobility crop damage and conflict that reflects the environmental changes taking place across dryland West Africa. ,161
